Accession	TF	Tissue	Cell	File	CellDeriv	IMPACT_new
GSM935569	JUND	BLOOD	K-562	PRJNA63447_GSM935569_JUND_peaks.narrowPeak	Myeloid	572
GSM803334	PAX5	BLOOD	GM12892	PRJNA63447_GSM803334_PAX5_peaks.narrowPeak	B cell	573
GSM803337	PAX5	BLOOD	GM12891	PRJNA63447_GSM803337_PAX5_peaks.narrowPeak	B cell	574
GSM803341	RXRA	BLOOD	GM12878	PRJNA63447_GSM803341_RXRA_peaks.narrowPeak	B cell	575
GSM803343	GABPA	LIVER	Hep G2	PRJNA63447_GSM803343_GABPA_peaks.narrowPeak	Liver	576
GSM803347	USF1	BLOOD	GM12878	PRJNA63447_GSM803347_USF1_peaks.narrowPeak	B cell	577
GSM803350	SRF	BLOOD	GM12878	PRJNA63447_GSM803350_SRF_peaks.narrowPeak	B cell	578
GSM803477	SRF	BLOOD	GM12878	PRJNA63447_GSM803477_SRF_peaks.narrowPeak	B cell	578
GSM803353	FOXP2	NEURAL	SK-N-MC	PRJNA63447_GSM803353_FOXP2_peaks.narrowPeak	Brain	579
GSM803362	PAX5	BLOOD	GM12878	PRJNA63447_GSM803362_PAX5_peaks.narrowPeak	B cell	580
GSM803391	PAX5	BLOOD	GM12878	PRJNA63447_GSM803391_PAX5_peaks.narrowPeak	B cell	580
GSM803363	SP1	BLOOD	GM12878	PRJNA63447_GSM803363_SP1_peaks.narrowPeak	B cell	581
GSM803365	REST	STEMCELL	hESC H1	PRJNA63447_GSM803365_REST_peaks.narrowPeak	Stem cell	582
GSM803377	SP1	STEMCELL	hESC H1	PRJNA63447_GSM803377_SP1_peaks.narrowPeak	Stem cell	583
GSM803379	MEF2A	BLOOD	K-562	PRJNA63447_GSM803379_MEF2A_peaks.narrowPeak	Myeloid	584
GSM803380	ATF3	BLOOD	K-562	PRJNA63447_GSM803380_ATF3_peaks.narrowPeak	Myeloid	585
GSM935391	ATF3	BLOOD	K-562	PRJNA63447_GSM935391_ATF3_peaks.narrowPeak	Myeloid	585
GSM803382	FOSL1	STEMCELL	hESC H1	PRJNA63447_GSM803382_FOSL1_peaks.narrowPeak	Stem cell	586
GSM803384	SPI1	BLOOD	K-562	PRJNA63447_GSM803384_SPI1_peaks.narrowPeak	Myeloid	587
GSM803385	HEY1	BLOOD	K-562	PRJNA63447_GSM803385_HEY1_peaks.narrowPeak	Myeloid	588
GSM803390	IRF4	BLOOD	GM12878	PRJNA63447_GSM803390_IRF4_peaks.narrowPeak	B cell	589
GSM803398	SPI1	BLOOD	GM12891	PRJNA63447_GSM803398_SPI1_peaks.narrowPeak	B cell	590
GSM803402	SP2	BLOOD	K-562	PRJNA63447_GSM803402_SP2_peaks.narrowPeak	Myeloid	591
GSM803403	FOXA2	LIVER	Hep G2	PRJNA63447_GSM803403_FOXA2_peaks.narrowPeak	Liver	592
GSM803404	HNF4G	LIVER	Hep G2	PRJNA63447_GSM803404_HNF4G_peaks.narrowPeak	Liver	593
GSM803408	THAP1	BLOOD	K-562	PRJNA63447_GSM803408_THAP1_peaks.narrowPeak	Myeloid	594
GSM803411	ZEB1	BLOOD	GM12878	PRJNA63447_GSM803411_ZEB1_peaks.narrowPeak	B cell	595
GSM803414	EGR1	BLOOD	K-562	PRJNA63447_GSM803414_EGR1_peaks.narrowPeak	Myeloid	596
GSM803415	ELF1	LIVER	Hep G2	PRJNA63447_GSM803415_ELF1_peaks.narrowPeak	Liver	597
GSM803420	MEF2C	BLOOD	GM12878	PRJNA63447_GSM803420_MEF2C_peaks.narrowPeak	B cell	598
GSM803424	GABPA	STEMCELL	hESC H1	PRJNA63447_GSM803424_GABPA_peaks.narrowPeak	Stem cell	599
GSM803425	SRF	STEMCELL	hESC H1	PRJNA63447_GSM803425_SRF_peaks.narrowPeak	Stem cell	600
GSM803426	USF1	STEMCELL	hESC H1	PRJNA63447_GSM803426_USF1_peaks.narrowPeak	Stem cell	601
GSM803430	EGR1	STEMCELL	hESC H1	PRJNA63447_GSM803430_EGR1_peaks.narrowPeak	Stem cell	602
GSM803432	FOXA1	LIVER	Hep G2	PRJNA63447_GSM803432_FOXA1_peaks.narrowPeak	Liver	603
GSM803461	FOXA1	LIVER	Hep G2	PRJNA63447_GSM803461_FOXA1_peaks.narrowPeak	Liver	603
GSM803439	FOSL1	BLOOD	K-562	PRJNA63447_GSM803439_FOSL1_peaks.narrowPeak	Myeloid	604
GSM803441	USF1	BLOOD	K-562	PRJNA63447_GSM803441_USF1_peaks.narrowPeak	Myeloid	605
GSM803442	ETS1	BLOOD	K-562	PRJNA63447_GSM803442_ETS1_peaks.narrowPeak	Myeloid	606
GSM803448	HEY1	LIVER	Hep G2	PRJNA63447_GSM803448_HEY1_peaks.narrowPeak	Liver	607
GSM803451	FOSL2	LIVER	Hep G2	PRJNA63447_GSM803451_FOSL2_peaks.narrowPeak	Liver	608
GSM803452	RXRA	LIVER	Hep G2	PRJNA63447_GSM803452_RXRA_peaks.narrowPeak	Liver	609
GSM803460	HNF4A	LIVER	Hep G2	PRJNA63447_GSM803460_HNF4A_peaks.narrowPeak	Liver	610
GSM935619	HNF4A	LIVER	Hep G2	PRJNA63447_GSM935619_HNF4A_peaks.narrowPeak	Liver	610
GSM803478	REST	CERVIX	HeLa	PRJNA63447_GSM803478_REST_peaks.narrowPeak	Cervix	611
GSM803494	ELF1	BLOOD	K-562	PRJNA63447_GSM803494_ELF1_peaks.narrowPeak	Myeloid	612
GSM803496	ELF1	BLOOD	GM12878	PRJNA63447_GSM803496_ELF1_peaks.narrowPeak	B cell	613
GSM803500	JUND	LIVER	Hep G2	PRJNA63447_GSM803500_JUND_peaks.narrowPeak	Liver	614
GSM935649	JUND	LIVER	Hep G2	PRJNA63447_GSM935649_JUND_peaks.narrowPeak	Liver	614
GSM803502	SRF	LIVER	Hep G2	PRJNA63447_GSM803502_SRF_peaks.narrowPeak	Liver	615
GSM803503	ATF3	LIVER	Hep G2	PRJNA63447_GSM803503_ATF3_peaks.narrowPeak	Liver	616
GSM803505	SP1	BLOOD	K-562	PRJNA63447_GSM803505_SP1_peaks.narrowPeak	Myeloid	617
GSM803506	RXRA	STEMCELL	hESC H1	PRJNA63447_GSM803506_RXRA_peaks.narrowPeak	Stem cell	618
GSM803507	SP1	LIVER	Hep G2	PRJNA63447_GSM803507_SP1_peaks.narrowPeak	Liver	619
GSM803508	ATF3	BLOOD	GM12878	PRJNA63447_GSM803508_ATF3_peaks.narrowPeak	B cell	620
GSM803510	ETS1	BLOOD	GM12878	PRJNA63447_GSM803510_ETS1_peaks.narrowPeak	B cell	621
GSM803511	MEF2A	BLOOD	GM12878	PRJNA63447_GSM803511_MEF2A_peaks.narrowPeak	B cell	622
GSM803512	ATF3	STEMCELL	hESC H1	PRJNA63447_GSM803512_ATF3_peaks.narrowPeak	Stem cell	623
GSM803520	SRF	BLOOD	K-562	PRJNA63447_GSM803520_SRF_peaks.narrowPeak	Myeloid	624
GSM803523	MAX	BLOOD	K-562	PRJNA63447_GSM803523_MAX_peaks.narrowPeak	Myeloid	625
GSM935344	MAX	BLOOD	K-562	PRJNA63447_GSM935344_MAX_peaks.narrowPeak	Myeloid	625
GSM935539	MAX	BLOOD	K-562	PRJNA63447_GSM935539_MAX_peaks.narrowPeak	Myeloid	625
GSM803524	GABPA	BLOOD	K-562	PRJNA63447_GSM803524_GABPA_peaks.narrowPeak	Myeloid	626
GSM803527	USF1	LIVER	Hep G2	PRJNA63447_GSM803527_USF1_peaks.narrowPeak	Liver	627
GSM803529	JUND	STEMCELL	hESC H1	PRJNA63447_GSM803529_JUND_peaks.narrowPeak	Stem cell	628
GSM935434	JUND	STEMCELL	hESC H1	PRJNA63447_GSM935434_JUND_peaks.narrowPeak	Stem cell	628
GSM803532	PBX3	BLOOD	GM12878	PRJNA63447_GSM803532_PBX3_peaks.narrowPeak	B cell	629
GSM808759	CTCF	FIBROBLAST	FB8470	PRJNA63447_GSM808759_CTCF_peaks.narrowPeak	Fibroblast	630
GSM808760	CTCF	FIBROBLAST	FB8470	PRJNA63447_GSM808760_CTCF_peaks.narrowPeak	Fibroblast	630
GSM808761	MYC	FIBROBLAST	FB8470	PRJNA63447_GSM808761_MYC_peaks.narrowPeak	Fibroblast	631
GSM808762	MYC	FIBROBLAST	FB8470	PRJNA63447_GSM808762_MYC_peaks.narrowPeak	Fibroblast	631
GSM808764	CTCF	FIBROBLAST	FB0167P	PRJNA63447_GSM808764_CTCF_peaks.narrowPeak	Fibroblast	632
GSM808765	CTCF	FIBROBLAST	FB0167P	PRJNA63447_GSM808765_CTCF_peaks.narrowPeak	Fibroblast	632
GSM808766	MYC	FIBROBLAST	FB0167P	PRJNA63447_GSM808766_MYC_peaks.narrowPeak	Fibroblast	633
GSM808767	MYC	FIBROBLAST	FB0167P	PRJNA63447_GSM808767_MYC_peaks.narrowPeak	Fibroblast	633
GSM808771	CTCF	NEURAL	D54	PRJNA63447_GSM808771_CTCF_peaks.narrowPeak	Brain	634
GSM808772	CTCF	NEURAL	D54	PRJNA63447_GSM808772_CTCF_peaks.narrowPeak	Brain	634
GSM808773	MYC	NEURAL	D54	PRJNA63447_GSM808773_MYC_peaks.narrowPeak	Brain	635
GSM808774	MYC	NEURAL	D54	PRJNA63447_GSM808774_MYC_peaks.narrowPeak	Brain	635
GSM935276	STAT3	CERVIX	HeLa	PRJNA63447_GSM935276_STAT3_peaks.narrowPeak	Cervix	636
GSM935277	TBP	BLOOD	GM12878	PRJNA63447_GSM935277_TBP_peaks.narrowPeak	B cell	637
GSM935278	JUN	VASCULAR	HUVEC	PRJNA63447_GSM935278_JUN_peaks.narrowPeak	Endothelial	638
GSM935280	TBP	LIVER	Hep G2	PRJNA63447_GSM935280_TBP_peaks.narrowPeak	Liver	639
GSM935290	MAFK	CERVIX	HeLa	PRJNA63447_GSM935290_MAFK_peaks.narrowPeak	Cervix	640
GSM935292	MAFK	STEMCELL	hESC H1	PRJNA63447_GSM935292_MAFK_peaks.narrowPeak	Stem cell	641
GSM935293	MXI1	STEMCELL	hESC H1	PRJNA63447_GSM935293_MXI1_peaks.narrowPeak	Stem cell	642
GSM935295	CEBPB	STEMCELL	hESC H1	PRJNA63447_GSM935295_CEBPB_peaks.narrowPeak	Stem cell	643
GSM935303	TBP	STEMCELL	hESC H1	PRJNA63447_GSM935303_TBP_peaks.narrowPeak	Stem cell	644
GSM935304	RFX5	LIVER	Hep G2	PRJNA63447_GSM935304_RFX5_peaks.narrowPeak	Liver	645
GSM935305	MAFK	LIVER	Hep G2	PRJNA63447_GSM935305_MAFK_peaks.narrowPeak	Liver	646
GSM935610	MAFK	LIVER	Hep G2	PRJNA63447_GSM935610_MAFK_peaks.narrowPeak	Liver	646
GSM935306	MAFF	LIVER	Hep G2	PRJNA63447_GSM935306_MAFF_peaks.narrowPeak	Liver	647
GSM935308	NRF1	STEMCELL	hESC H1	PRJNA63447_GSM935308_NRF1_peaks.narrowPeak	Stem cell	648
GSM935309	NRF1	BLOOD	GM12878	PRJNA63447_GSM935309_NRF1_peaks.narrowPeak	B cell	649
GSM935311	MAFK	BLOOD	K-562	PRJNA63447_GSM935311_MAFK_peaks.narrowPeak	Myeloid	650
GSM935414	MAFK	BLOOD	K-562	PRJNA63447_GSM935414_MAFK_peaks.narrowPeak	Myeloid	650
GSM935317	FOS	CERVIX	HeLa	PRJNA63447_GSM935317_FOS_peaks.narrowPeak	Cervix	651
GSM935318	MAX	CERVIX	HeLa	PRJNA63447_GSM935318_MAX_peaks.narrowPeak	Cervix	652
GSM935405	MAX	CERVIX	HeLa	PRJNA63447_GSM935405_MAX_peaks.narrowPeak	Cervix	652
GSM935328	JUND	CERVIX	HeLa	PRJNA63447_GSM935328_JUND_peaks.narrowPeak	Cervix	653
GSM935330	E2F4	BLOOD	GM12878	PRJNA63447_GSM935330_E2F4_peaks.narrowPeak	B cell	654
GSM935333	GATA1	BLOOD	PBDEFetal	PRJNA63447_GSM935333_GATA1_peaks.narrowPeak	Erythroblast	655
GSM935340	ATF1	BLOOD	K-562	PRJNA63447_GSM935340_ATF1_peaks.narrowPeak	Myeloid	656
GSM935341	JUN	CERVIX	HeLa	PRJNA63447_GSM935341_JUN_peaks.narrowPeak	Cervix	657
GSM935345	ELK1	BLOOD	GM12878	PRJNA63447_GSM935345_ELK1_peaks.narrowPeak	B cell	658
GSM935356	USF2	BLOOD	K-562	PRJNA63447_GSM935356_USF2_peaks.narrowPeak	Myeloid	659
GSM935361	NRF1	BLOOD	K-562	PRJNA63447_GSM935361_NRF1_peaks.narrowPeak	Myeloid	660
GSM935364	JUN	LIVER	Hep G2	PRJNA63447_GSM935364_JUN_peaks.narrowPeak	Liver	661
GSM935365	E2F4	CERVIX	HeLa	PRJNA63447_GSM935365_E2F4_peaks.narrowPeak	Cervix	662
GSM935366	E2F1	CERVIX	HeLa	PRJNA63447_GSM935366_E2F1_peaks.narrowPeak	Cervix	663
GSM935484	E2F1	CERVIX	HeLa	PRJNA63447_GSM935484_E2F1_peaks.narrowPeak	Cervix	663
GSM935380	USF2	STEMCELL	hESC H1	PRJNA63447_GSM935380_USF2_peaks.narrowPeak	Stem cell	664
GSM935382	RFX5	STEMCELL	hESC H1	PRJNA63447_GSM935382_RFX5_peaks.narrowPeak	Stem cell	665
GSM935396	FOS	BREAST	MCF 10A	PRJNA63447_GSM935396_FOS_peaks.narrowPeak	Breast	666
GSM935397	FOS	BREAST	MCF 10A	PRJNA63447_GSM935397_FOS_peaks.narrowPeak	Breast	666
GSM935398	FOS	BREAST	MCF 10A	PRJNA63447_GSM935398_FOS_peaks.narrowPeak	Breast	666
GSM935438	FOS	BREAST	MCF 10A	PRJNA63447_GSM935438_FOS_peaks.narrowPeak	Breast	666
GSM935399	STAT3	BREAST	MCF 10A	PRJNA63447_GSM935399_STAT3_peaks.narrowPeak	Breast	667
GSM935457	STAT3	BREAST	MCF 10A	PRJNA63447_GSM935457_STAT3_peaks.narrowPeak	Breast	667
GSM935551	STAT3	BREAST	MCF 10A	PRJNA63447_GSM935551_STAT3_peaks.narrowPeak	Breast	667
GSM935591	STAT3	BREAST	MCF 10A	PRJNA63447_GSM935591_STAT3_peaks.narrowPeak	Breast	667
GSM935400	E2F4	BREAST	MCF 10A	PRJNA63447_GSM935400_E2F4_peaks.narrowPeak	Breast	668
GSM935403	MAFK	FIBROBLAST	IMR-90	PRJNA63447_GSM935403_MAFK_peaks.narrowPeak	Lung	669
GSM935404	CTCF	FIBROBLAST	IMR-90	PRJNA63447_GSM935404_CTCF_peaks.narrowPeak	Lung	670
GSM935408	NFYB	CERVIX	HeLa	PRJNA63447_GSM935408_NFYB_peaks.narrowPeak	Cervix	671
GSM935431	MXI1	BLOOD	GM12878	PRJNA63447_GSM935431_MXI1_peaks.narrowPeak	B cell	672
GSM935437	MXI1	LIVER	Hep G2	PRJNA63447_GSM935437_MXI1_peaks.narrowPeak	Liver	673
GSM935441	MYC	BREAST	MCF 10A	PRJNA63447_GSM935441_MYC_peaks.narrowPeak	Breast	674
GSM935491	MYC	BREAST	MCF 10A	PRJNA63447_GSM935491_MYC_peaks.narrowPeak	Breast	674
GSM935465	GATA1	BLOOD	PBDE	PRJNA63447_GSM935465_GATA1_peaks.narrowPeak	Erythroblast	675
GSM935471	STAT1	BLOOD	K-562	PRJNA63447_GSM935471_STAT1_peaks.narrowPeak	Myeloid	676
GSM935472	STAT1	BLOOD	K-562	PRJNA63447_GSM935472_STAT1_peaks.narrowPeak	Myeloid	676
GSM935487	STAT1	BLOOD	K-562	PRJNA63447_GSM935487_STAT1_peaks.narrowPeak	Myeloid	676
GSM935488	STAT1	BLOOD	K-562	PRJNA63447_GSM935488_STAT1_peaks.narrowPeak	Myeloid	676
GSM935476	E2F6	CERVIX	HeLa	PRJNA63447_GSM935476_E2F6_peaks.narrowPeak	Cervix	677
GSM935477	E2F1	BREAST	MCF-7	PRJNA63447_GSM935477_E2F1_peaks.narrowPeak	Breast	678
GSM935495	TBP	BLOOD	K-562	PRJNA63447_GSM935495_TBP_peaks.narrowPeak	Myeloid	679
GSM935497	MXI1	BLOOD	K-562	PRJNA63447_GSM935497_MXI1_peaks.narrowPeak	Myeloid	680
GSM935498	MXI1	CERVIX	HeLa	PRJNA63447_GSM935498_MXI1_peaks.narrowPeak	Cervix	681
GSM935504	IRF1	BLOOD	K-562	PRJNA63447_GSM935504_IRF1_peaks.narrowPeak	Myeloid	682
GSM935505	IRF1	BLOOD	K-562	PRJNA63447_GSM935505_IRF1_peaks.narrowPeak	Myeloid	682
GSM935546	IRF1	BLOOD	K-562	PRJNA63447_GSM935546_IRF1_peaks.narrowPeak	Myeloid	682
GSM935549	IRF1	BLOOD	K-562	PRJNA63447_GSM935549_IRF1_peaks.narrowPeak	Myeloid	682
GSM935506	NFYA	BLOOD	GM12878	PRJNA63447_GSM935506_NFYA_peaks.narrowPeak	B cell	683
GSM935507	NFYB	BLOOD	GM12878	PRJNA63447_GSM935507_NFYB_peaks.narrowPeak	B cell	684
GSM935508	NFYA	CERVIX	HeLa	PRJNA63447_GSM935508_NFYA_peaks.narrowPeak	Cervix	685
GSM935519	CEBPB	FIBROBLAST	IMR-90	PRJNA63447_GSM935519_CEBPB_peaks.narrowPeak	Lung	686
GSM935520	MAFF	BLOOD	K-562	PRJNA63447_GSM935520_MAFF_peaks.narrowPeak	Myeloid	687
GSM935553	CEBPB	CERVIX	HeLa	PRJNA63447_GSM935553_CEBPB_peaks.narrowPeak	Cervix	688
GSM935555	PRDM1	CERVIX	HeLa	PRJNA63447_GSM935555_PRDM1_peaks.narrowPeak	Cervix	689
GSM935556	RFX5	BLOOD	GM12878	PRJNA63447_GSM935556_RFX5_peaks.narrowPeak	B cell	690
GSM935557	STAT3	BLOOD	GM12878	PRJNA63447_GSM935557_STAT3_peaks.narrowPeak	B cell	691
GSM935558	USF2	BLOOD	GM12878	PRJNA63447_GSM935558_USF2_peaks.narrowPeak	B cell	692
GSM935560	RFX5	CERVIX	HeLa	PRJNA63447_GSM935560_RFX5_peaks.narrowPeak	Cervix	693
GSM935561	USF2	CERVIX	HeLa	PRJNA63447_GSM935561_USF2_peaks.narrowPeak	Cervix	694
GSM935565	RFX5	BLOOD	K-562	PRJNA63447_GSM935565_RFX5_peaks.narrowPeak	Myeloid	695
GSM935570	IRF3	CERVIX	HeLa	PRJNA63447_GSM935570_IRF3_peaks.narrowPeak	Cervix	696
GSM935572	MAX	VASCULAR	HUVEC	PRJNA63447_GSM935572_MAX_peaks.narrowPeak	Endothelial	697
GSM935589	GATA2	NEURAL	SK-N-SH	PRJNA63447_GSM935589_GATA2_peaks.narrowPeak	Brain	698
GSM935600	E2F4	BLOOD	K-562	PRJNA63447_GSM935600_E2F4_peaks.narrowPeak	Myeloid	699
GSM935606	TBP	CERVIX	HeLa	PRJNA63447_GSM935606_TBP_peaks.narrowPeak	Cervix	700
GSM935614	JUN	STEMCELL	hESC H1	PRJNA63447_GSM935614_JUN_peaks.narrowPeak	Stem cell	701
GSM935626	HSF1	LIVER	Hep G2	PRJNA63447_GSM935626_HSF1_peaks.narrowPeak	Liver	702
GSM935636	NRF1	CERVIX	HeLa	PRJNA63447_GSM935636_NRF1_peaks.narrowPeak	Cervix	703
GSM935643	MYC	BLOOD	NB-4	PRJNA63447_GSM935643_MYC_peaks.narrowPeak	B cell	704
GSM935644	MAX	BLOOD	NB-4	PRJNA63447_GSM935644_MAX_peaks.narrowPeak	B cell	705
GSM935646	USF2	LIVER	Hep G2	PRJNA63447_GSM935646_USF2_peaks.narrowPeak	Liver	706
GSM935648	NRF1	LIVER	Hep G2	PRJNA63447_GSM935648_NRF1_peaks.narrowPeak	Liver	707
